index,hash,key,description,english value,translated value
1354,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Be the chosen one for a length of time to win.\nKill the chosen one to become it.']",,"Be the chosen one for a length of time to win.
Kill the chosen one to become it.","Ole valittu pitkäksi aikaa voittaaksesi.
Tapa valittu tullaksesi sellaiseksi."
1355,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Bomb as many targets as you can.']",,Bomb as many targets as you can.,Pommi niin monta maalia kuin pystyt.
1356,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'carry the flag for ${ARG1} seconds']",${ARG1} will be replaced by a game setting value (generally a number),carry the flag for ${ARG1} seconds,kantaa lippua ${ARG1} sekuntia
1357,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Carry the flag for ${ARG1} seconds.']",${ARG1} will be replaced by a game setting value (generally a number),Carry the flag for ${ARG1} seconds.,Kanna lippua ${ARG1} sekuntia.
1358,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Carry the flag for a set length of time.']",,Carry the flag for a set length of time.,Kanna lippua tietyn ajan.
1359,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Crush ${ARG1} of your enemies.']",${ARG1} will be replaced by a game setting value (generally a number),Crush ${ARG1} of your enemies.,Murskaa ${ARG1} vihollisesi.
1360,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Defeat all enemies.']",,Defeat all enemies.,Voita kaikki viholliset.
1361,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Dodge the falling bombs.']",,Dodge the falling bombs.,Vältä putoavia pommeja.
1362,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Final glorious epic slow motion battle to the death.']",,Final glorious epic slow motion battle to the death.,Viimeinen loistava eeppinen hidastettu taistelu kuolemaan.
1363,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Gather eggs!']","Description for the ""Easter Egg Hunt"" mini-game.",Gather eggs!,Kerää munat!
1364,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Get the flag to the enemy end zone.']",,Get the flag to the enemy end zone.,Vie lippu vihollisen maalialueelle.
1365,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'How fast can you defeat the ninjas?']","Description for Ninja-Fight, a mini-game where you try to defeat a group of ninjas as fast as you can.",How fast can you defeat the ninjas?,Kuinka nopeasti voit voittaa ninjat?
1366,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'kill ${ARG1} enemies']",${ARG1} will be replaced by a game setting value (generally a number),kill ${ARG1} enemies,tappaa ${ARG1} vihollista
1367,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Kill a set number of enemies to win.']",,Kill a set number of enemies to win.,Tapa tietty määrä vihollisia voittaaksesi.
1368,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'last one standing wins']",,last one standing wins,viimeinen seisova voittaa
1369,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Last one standing wins.']",,Last one standing wins.,Viimeinen seisova voittaa.
1370,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Last remaining alive wins.']",,Last remaining alive wins.,Viimeinen elossa oleva voittaa.
1371,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'last team standing wins']",,last team standing wins,viimeinen joukkue voittaa
1372,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Last team standing wins.']",,Last team standing wins.,Viimeinen seisova joukkue voittaa.
1373,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Prevent enemies from reaching the exit.']",,Prevent enemies from reaching the exit.,Estä vihollisia pääsemästä uloskäynnille.
1374,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Reach the enemy flag to score.']",,Reach the enemy flag to score.,Saavuta vihollisen lippu tehdäksesi maalin.
1375,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'return ${ARG1} flags']",${ARG1} will be replaced by a game setting value (generally a number),return ${ARG1} flags,palauttaa ${ARG1} lippua
1376,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'return 1 flag']",,return 1 flag,palauta 1 lippu
1377,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Return the enemy flag to score.']",,Return the enemy flag to score.,Palauta vihollisen lippu tehdäksesi maalin.
1378,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'run ${ARG1} laps']",${ARG1} will be replaced by a game setting value (generally a number),run ${ARG1} laps,juokse ${ARG1} kierrosta
1379,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Run ${ARG1} laps.']",${ARG1} will be replaced by a game setting value (generally a number),Run ${ARG1} laps.,Juokse ${ARG1} kierrosta.
1380,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Run ${ARG1} laps. Your entire team has to finish.']",${ARG1} will be replaced by a game setting value (generally a number),Run ${ARG1} laps. Your entire team has to finish.,Juokse ${ARG1} kierrosta. Koko tiimisi on saatava maaliin.
1381,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'run 1 lap']",,run 1 lap,juosta 1 kierros
1382,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Run 1 lap.']",,Run 1 lap.,Juokse 1 kierros.
1383,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Run 1 lap. Your entire team has to finish.']",,Run 1 lap. Your entire team has to finish.,Juokse 1 kierros. Koko tiimisi on saatava maaliin.
1384,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Run real fast!']",,Run real fast!,Juokse todella nopeasti!
1385,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'score ${ARG1} goals']",${ARG1} will be replaced by a game setting value (generally a number),score ${ARG1} goals,tehdä ${ARG1} maalia
1386,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Score ${ARG1} goals.']",${ARG1} will be replaced by a game setting value (generally a number),Score ${ARG1} goals.,Tee ${ARG1} maalia.
1387,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'score ${ARG1} touchdowns']",${ARG1} will be replaced by a game setting value (generally a number),score ${ARG1} touchdowns,tee ${ARG1} touchdownia
1388,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Score ${ARG1} touchdowns.']",${ARG1} will be replaced by a game setting value (generally a number),Score ${ARG1} touchdowns.,Tee ${ARG1} kosketuspistettä.
1389,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'score a goal']",,score a goal,tehdä maalin
1390,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Score a goal.']",,Score a goal.,Tee maali.
1391,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'score a touchdown']",,score a touchdown,tehdä touchdownin
1392,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Score a touchdown.']",,Score a touchdown.,Tee touchdown.
1393,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Score some goals.']",,Score some goals.,Tee joitakin maaleja.
1394,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'secure all ${ARG1} flags']",${ARG1} will be replaced by a game setting value (generally a number),secure all ${ARG1} flags,suojata kaikki ${ARG1} liput
1395,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Secure all ${ARG1} flags.']",${ARG1} will be replaced by a game setting value (generally a number),Secure all ${ARG1} flags.,Suojaa kaikki ${ARG1} lippua.
1396,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Secure all flags on the map to win.']",,Secure all flags on the map to win.,Varmista kaikki liput kartalla voittaaksesi.
1397,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'secure the flag for ${ARG1} seconds']",${ARG1} will be replaced by a game setting value (generally a number),secure the flag for ${ARG1} seconds,kiinnitä lippu ${ARG1} sekunniksi
1398,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Secure the flag for ${ARG1} seconds.']",${ARG1} will be replaced by a game setting value (generally a number),Secure the flag for ${ARG1} seconds.,Kiinnitä lippu ${ARG1} sekunniksi.
1399,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Secure the flag for a set length of time.']",,Secure the flag for a set length of time.,Kiinnitä lippu tietyksi ajaksi.
1400,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Steal the enemy flag ${ARG1} times.']",${ARG1} will be replaced by a game setting value (generally a number),Steal the enemy flag ${ARG1} times.,Varasta vihollisen lippu ${ARG1} kertaa.
1401,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Steal the enemy flag.']",,Steal the enemy flag.,Varasta vihollisen lippu.
1402,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'There can be only one.']",,There can be only one.,Niitä voi olla vain yksi.
1403,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'touch ${ARG1} flags']",${ARG1} will be replaced by a game setting value (generally a number),touch ${ARG1} flags,kosketa ${ARG1} lippua
1404,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'touch 1 flag']",,touch 1 flag,kosketa 1 lippua
1405,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Touch the enemy flag ${ARG1} times.']",${ARG1} will be replaced by a game setting value (generally a number),Touch the enemy flag ${ARG1} times.,Kosketa vihollisen lippua ${ARG1} kertaa.
1406,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameDescriptions', 'Touch the enemy flag.']",,Touch the enemy flag.,Kosketa vihollisen lippua.
1407,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Assault']",,Assault,Hyökkäys
1408,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Capture the Flag']",,Capture the Flag,Kaappaa lippu
1409,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Chosen One']",,Chosen One,Valittu Yksi
1410,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Conquest']",,Conquest,Valloitus
1411,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Death Match']",,Death Match,Kuoleman ottelu
1412,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Easter Egg Hunt']",An Easter-themed mini-game where you try to gather Easter-Eggs.,Easter Egg Hunt,Pääsiäismunien metsästys
1413,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Elimination']",,Elimination,Eliminointi
1414,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Football']",,Football,Jalkapallo
1415,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Hockey']",,Hockey,Jääkiekko
1416,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Keep Away']",,Keep Away,Pitää poissa
1417,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'King of the Hill']",,King of the Hill,Kukkulan kuningas
1418,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Meteor Shower']",,Meteor Shower,Meteorisadetta
1419,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Ninja Fight']",name of a mini-game where you try to defeat a group of ninjas as fast as you can.,Ninja Fight,Ninja Fight
1420,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Onslaught']",,Onslaught,Hyökkäys
1421,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Race']",,Race,Rotu
1422,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Runaround']",,Runaround,Veruke
1423,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'Target Practice']",Name for a new mini-game where you throw bombs at targets on the ground.,Target Practice,Tavoitekäytäntö
1424,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'gameNames', 'The Last Stand']",,The Last Stand,Viimeinen kanta
1425,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'inputDeviceNames', 'Keyboard']",,Keyboard,Näppäimistö
1426,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'inputDeviceNames', 'Keyboard P2']",refers to the second player sharing a single keyboard,Keyboard P2,Näppäimistö P2
1427,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Arabic']",,Arabic,arabia
1428,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Belarussian']",,Belarussian,Valko-Venäjän
1429,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'ChineseSimplified']",,Chinese - Simplified,kiina - yksinkertaistettu
1430,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'ChineseTraditional']",,Chinese - Traditional,kiina - perinteinen
1431,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Croatian']",,Croatian,kroatialainen
1432,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Czech']",,Czech,Tšekki
1433,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Danish']",,Danish,tanskalainen
1434,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Dutch']",,Dutch,hollantilainen
1435,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'English']",,English,englanti
1436,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Esperanto']",,Esperanto,esperanto
1437,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Filipino']",,Filipino,filippiiniläinen
1438,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Finnish']",,Finnish,suomalainen
1439,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'French']",,French,ranskalainen
1440,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'German']",,German,saksaksi
1441,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Gibberish']",a nonsensical language just used for testing,Gibberish,höpöhöpöä
1442,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Greek']",,Greek,kreikkalainen
1443,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Hindi']",,Hindi,hindi
1444,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Hungarian']",,Hungarian,Unkari
1445,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Indonesian']",,Indonesian,Indonesialainen
1446,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Italian']",,Italian,italialainen
1447,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Japanese']",,Japanese,japanilainen
1448,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Kazakh']",,Kazakh,Kazakstan
1449,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Korean']",,Korean,korealainen
1450,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Malay']",,Malay,malaiji
1451,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Persian']",,Persian,persialainen
1452,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'PirateSpeak']",,Pirate Speak,Pirate Puhu
1453,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Polish']",,Polish,Kiillottaa
1454,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'PortugueseBrazil']",,Portuguese - Brazil,portugali - Brasilia
1455,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'PortuguesePortugal']",,Portuguese - Portugal,portugali - Portugali
1456,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Romanian']",,Romanian,romanialainen
1457,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Russian']",,Russian,venäjäksi
1458,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Serbian']",,Serbian,serbia
1459,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Slovak']",,Slovak,Slovakian
1460,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'SpanishLatinAmerica']",,Spanish - Latin America,espanja - Latinalainen Amerikka
1461,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'SpanishSpain']",,Spanish - Spain,espanja - Espanja
1462,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Swedish']",,Swedish,ruotsinkielinen
1463,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Tamil']",,Tamil,tamili
1464,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Thai']",,Thai,thaimaalainen
1465,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Turkish']",,Turkish,turkkilainen
1466,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Ukrainian']",,Ukrainian,ukrainalainen
1467,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Venetian']",,Venetian,venetsialainen
1468,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'languages', 'Vietnamese']",,Vietnamese,vietnam
1469,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'leagueNames', 'Bronze']",,Bronze,Pronssi
1470,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'leagueNames', 'Diamond']",,Diamond,Timantti
1471,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'leagueNames', 'Gold']",,Gold,Kulta
1472,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'leagueNames', 'Silver']",,Silver,Hopea
1473,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Big G']",,Big G,Iso G
1474,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Bridgit']",,Bridgit,Bridgit
1475,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Courtyard']",,Courtyard,Piha
1476,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Crag Castle']",,Crag Castle,Cragin linna
1477,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Doom Shroom']",,Doom Shroom,Doom Shroom
1478,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Football Stadium']",,Football Stadium,Jalkapallostadion
1479,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Happy Thoughts']",,Happy Thoughts,Onnellisia Ajatuksia
1480,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Hockey Stadium']",,Hockey Stadium,Jääkiekkostadion
1481,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Lake Frigid']",Name of a new map which is a frozen lake; feel free to use whatever is a good name for a frozen lake..,Lake Frigid,Kylmäjärvi
1482,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Monkey Face']",,Monkey Face,Apinan kasvot
1483,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Rampage']",,Rampage,Riehua
1484,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Roundabout']",,Roundabout,Liikenneympyrä
1485,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Step Right Up']",,Step Right Up,Astu oikealle ylös
1486,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'The Pad']",,The Pad,Pad
1487,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Tip Top']",,Tip Top,Tip Top
1488,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Tower D']",,Tower D,Torni D
1489,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'mapsNames', 'Zigzag']",,Zigzag,Siksak
1490,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'playlistNames', 'Just Epic']",name of a playlist containing only epic-mode (slow motion) games,Just Epic,Pelkkää eeppistä
1491,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'playlistNames', 'Just Sports']","name of a playlist containing only sports games (hockey, football)",Just Sports,Pelkkää urheilua
1492,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'scoreNames', 'Flags']",,Flags,Liput
1493,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'scoreNames', 'Goals']",,Goals,Maalit
1494,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'scoreNames', 'Score']",,Score,Pisteet
1495,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'scoreNames', 'Survived']",,Survived,Selviytyi
1496,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'scoreNames', 'Time']",,Time,Aika
1497,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'scoreNames', 'Time Held']",,Time Held,Aika pidetty
1498,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'A code has already been used on this account.']",error printed by the server when a player tries to use a code but has already used another one of the same type,A code has already been used on this account.,Tällä tilillä on jo käytetty koodi.
1499,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'A reward has already been given for that address.']",error message shown when multiple friend codes are used at the same IP address - in that case a reward is not handed out (attempting to stop exploits),A reward has already been given for that address.,Tästä osoitteesta on jo myönnetty palkinto.
1500,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Account linking successful!']",,Account linking successful!,Tilin yhdistäminen onnistui!
1501,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Account unlinking successful!']",printed when an account is successfully unlinked from the current one,Account unlinking successful!,Tilin linkityksen poistaminen onnistui!
1502,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Accounts are already linked.']",,Accounts are already linked.,Tilit on jo linkitetty.
1503,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Ad view could not be verified.\nPlease be sure you are running an official and up-to-date version of the game.']",,"Ad view could not be verified.
Please be sure you are running an official and up-to-date version of the game.","Mainosnäkymää ei voitu vahvistaa.
Varmista, että käytät virallista ja ajan tasalla olevaa versiota pelistä."
1504,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'An error has occurred.']",,An error has occurred.,Tapahtui virhe.
1505,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'An error has occurred; (${ERROR})']",Printed when some generic error occurs. ${ERROR} is replaced with a brief description of the error.,An error has occurred; (${ERROR}),Tapahtui virhe; (${ERROR})
1506,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'An error has occurred; please contact support. (${ERROR})']",Printed when a serious error occurs that support should know about. ${ERROR} is replaced with a brief description of the error.,An error has occurred; please contact support. (${ERROR}),Tapahtui virhe; ota yhteyttä tukeen. (${ERROR})
1507,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'An error has occurred; please contact support@froemling.net.']",,An error has occurred; please contact support@froemling.net.,Tapahtui virhe; ota yhteyttä support@froemling.net.
1508,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'An error has occurred; please try again later.']",,An error has occurred; please try again later.,Tapahtui virhe; yritä myöhemmin uudelleen.
1509,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Are you sure you want to link these accounts?\n\n${ACCOUNT1}\n${ACCOUNT2}\n\nThis cannot be undone!']","Shown in a confirmation dialog when linking accounts, just to make sure the user wants to go through with it","Are you sure you want to link these accounts?

${ACCOUNT1}
${ACCOUNT2}

This cannot be undone!","Haluatko varmasti linkittää nämä tilit?

${ACCOUNT1}
${ACCOUNT2}

Tätä ei voi kumota!"
1510,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'BombSquad Pro unlocked!']","Shown when purchasing or otherwise unlocking ""BombSquad Pro"".",BombSquad Pro unlocked!,BombSquad Pro avattu!
1511,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', ""Can't link 2 accounts of this type.""]",,Can't link 2 accounts of this type.,Kahta tämäntyyppistä tiliä ei voi linkittää.
1512,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', ""Can't link 2 diamond league accounts.""]",,Can't link 2 diamond league accounts.,Ei voi linkittää kahta Diamond League -tiliä.
1513,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', ""Can't link; would surpass maximum of ${COUNT} linked accounts.""]",,Can't link; would surpass maximum of ${COUNT} linked accounts.,Ei voi linkittää; ylittäisi enintään ${COUNT} linkitettyä tiliä.
1514,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Cheating detected; scores and prizes suspended for ${COUNT} days.']",Message sent to a player caught cheating.,Cheating detected; scores and prizes suspended for ${COUNT} days.,Huijaus havaittu; tulokset ja palkinnot keskeytetty ${COUNT} päiväksi.
1515,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Could not establish a secure connection.']",,Could not establish a secure connection.,Suojattua yhteyttä ei voitu muodostaa.
1516,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Daily maximum reached.']","Printed when something has been done as much as it can be done in one day (requesting friend codes, etc.)",Daily maximum reached.,Päivittäinen maksimi saavutettu.
1517,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Daily sign-in reward']","Title of inbox message granting a reward for signing into the game once per day
Context Image: http://files.froemling.net/translateGuideImages/dailyReward.png",Daily sign-in reward,Päivittäinen kirjautumispalkinto
1518,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Down for maintenance - check back soon.']",,Down for maintenance - check back soon.,Huollon vuoksi – tarkista pian uudelleen.
1519,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Entering tournament...']",message shown while entering a tournement,Entering tournament...,Turnaukseen osallistuminen...
1520,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Error talking to server.']",,Error talking to server.,Virhe palvelimelle puhumisessa.
1521,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Invalid code.']",Error message printed by the server when some sort of code (friend code or otherwise) is incorrect,Invalid code.,Virheellinen koodi.
1522,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Invalid payment; purchase canceled.']",Error message shown when someone is attempting to hack the purchase system,Invalid payment; purchase canceled.,Virheellinen maksu; ostos peruttu.
1523,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Invalid promo code.']",a message printed if an invalid promo code is entered,Invalid promo code.,Virheellinen tarjouskoodi.
1524,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Invalid purchase.']",a message printed if an error occurs during purchasing (this shouldn't happen normally),Invalid purchase.,Virheellinen ostos.
1525,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Invalid tournament entry; score will be ignored.']",,Invalid tournament entry; score will be ignored.,Virheellinen pääsy turnaukseen; pisteet jätetään huomioimatta.
1526,d41d8cd98f00b204e9800998ecf8427e,"['translations', 'serverResponses', 'Item unlocked!']",Generic message when a code or some action unlocks a character/map/etc.,Item unlocked!,Kohteen lukitus avattu!
